nodesim_temporal,temporal,static
0.6855301219554976,0.7050450874110791,0.7625584391820078
0.7218421387415854,0.8065454217277513,0.7780670689075886
0.6753891985758201,0.6288390254931242,0.7739401772245211
0.552841627909215,0.7183953880325831,0.35057264602620714
0.6821841493799166,0.6586723495982756,0.7939790319419948
0.6651683887757995,0.5657677342884382,0.7935252132237367
0.5229834110536076,0.5811688689566344,0.7942704898317052
0.6598393237494662,0.38991332074234897,0.21264914711341557
0.6537863934908343,0.7979193216351339,0.795910695029899
0.7191013703250536,0.7796658553574078,0.7634487465403706
0.4076784209471622,0.5519535580930746,0.21467568459196631
0.7266932309627452,0.7500688987506361,0.7796626787834248
0.5586485650951206,0.7483031852688935,0.7645036821360114
0.5534296012815949,0.6108379316482734,0.3587197401210395
0.6903049044490549,0.7029610727224092,0.5383031100823736
0.5922865201879608,0.700781820329389,0.7711065972918523
0.5314209959787721,0.7448668205620826,0.8039710436387991
0.7511140594014782,0.7779416238507301,0.4081264835346433
0.6528001880470596,0.6672752299791634,0.7570437966382604
0.7153815199325587,0.595751522801831,0.3369467212568656
0.6522392181273381,0.7157332431883429,0.5704598832997252
0.6998290745472358,0.6770204800050031,0.7601412942637356
0.6341754503860764,0.7163287119563069,0.42353006489031053
0.5912971385137357,0.6612328683310261,0.7518339584974156
0.6732515656778909,0.639657984393181,0.8063293515853395
0.6549155449758848,0.5713337467696687,0.7576107122621302
0.5547001012227832,0.570741809815306,0.7730882560545941
0.6783491926182238,0.7033924452133795,0.2266873317954633
0.6603392742485874,0.6659554901277044,0.764747836825828
0.7042388814541753,0.6458184525031267,0.7782722090404294
0.754099022453255,0.6748972077087132,0.7539624527911316
0.670278342858246,0.7356927523948638,0.7510986129508783
0.6572245278738775,0.7010183535080178,0.7556429754681082
0.7024366448542535,0.7232804283164783,0.7743528851873884
0.6257731426305024,0.7137216189536032,0.6335491522351582
0.5522057287934317,0.6479040150693065,0.7807481419299359
0.7362304958747086,0.739282131918895,0.7628481075150344
0.6654288115290208,0.7300592993850014,0.7872206491576564
0.598789903868154,0.6873774591765256,0.7798238404162076
0.7098390880781046,0.732657299863934,0.7816322469104631
0.7516753964503257,0.6980430187985717,0.4416950548729258
0.7019623383193575,0.6880821817108631,0.7929064523068181
0.6589252776291372,0.7012653173353832,0.7810970485688247
0.562556548790315,0.6958561496223834,0.7499053615936733
0.6442007825668451,0.7018149104954459,0.26346111373693293
0.6942927456392848,0.6083377994052127,0.7873284458348733
0.7283892558541379,0.7883190888094148,0.8068384041084808
0.5936381064802938,0.6119226374769648,0.21081837727913547
0.6831437213349597,0.6457210005737757,0.8052867169005469
0.6703743257658092,0.4608210394611494,0.31518435776677534
0.6847289432455833,0.6991685547949542,0.7815812305335534
0.6668087406783386,0.5300780924310329,0.7662852279482545
0.6346877777008916,0.6679080882888526,0.49475611943505626
0.46398468959979217,0.6551751942584523,0.24917429086808138
0.7039940185154813,0.6541172871839582,0.763170817786353
0.6141337569051986,0.5736293185658851,0.5151942772350574
0.6995776141131366,0.6959286913459685,0.785010067033179
0.6839432055812633,0.6549529043870229,0.7763669088827339
0.6940855380499406,0.6756134809750296,0.7935155321046373
0.6990831689750693,0.7269676675900276,0.7729506925207756
0.5508504645838991,0.5810470360535348,0.746981431154726
0.6744902465808655,0.6701170237880508,0.7878977827350953
0.5768098445231946,0.5679535103827358,0.7792755780517292
0.7120997461683701,0.6548830994863704,0.7812083005714774
0.6383099545430475,0.6980575583680091,0.5911842497651902
0.5713285436167148,0.7168744753051441,0.7763015139364007
0.7045874151199638,0.670300769578995,0.598779538252603
0.5797605323088031,0.6123408877488599,0.2876684169646705
0.5684537269626203,0.6464295211355028,0.7929463276798694
0.6544749576538655,0.5545003550745673,0.4510446169069793
0.687329179745308,0.7191189999743648,0.25048380149903343
0.540119116955186,0.7408090267149611,0.7796551549445069
0.6659534112292222,0.6828046826268853,0.7714045140293506
0.6350706435316245,0.5697799211990855,0.738283751505946
0.6503664481499684,0.565963821407234,0.7619386643332423
0.6848249361043341,0.6839294399156373,0.784686289273645
0.6734066371863057,0.738071860567,0.7866370651719662
0.6789597291382938,0.6846823994704199,0.7404869101779743
0.520184698552905,0.7239380094617001,0.2513454396213752
0.6177629056778372,0.5352584440478552,0.3234949434860202
0.5812867425904085,0.6678948400137644,0.7818810925716267
0.7003125590455839,0.6320631824338889,0.7776972022705438
0.5839872886768674,0.35108904574686867,0.35635554951297915
0.6723883109358209,0.6797196189861281,0.4029880212911951
0.6388779021922475,0.6011446366163085,0.7649804908621112
0.5334404538941555,0.7151046866276687,0.706330838895627
0.6396210543182183,0.44403221889520905,0.7681548930459862
0.6768135160531842,0.7568984998047072,0.7717060571857864
0.7260510861768252,0.7469853718024946,0.7908669947293087
0.68544321909869,0.6885041026369019,0.3664766009041213
0.5515664387623422,0.7617928304755106,0.7711355787067362
0.5235925902598629,0.76298714158541,0.751250096585829
0.7188760320260081,0.6225676960120222,0.7912503195191462
0.6861702317672611,0.7785925473441548,0.33830083781054715
0.5507788334269653,0.5952621892509151,0.7349498496289952
0.687414033969462,0.691869889963481,0.756583290599929
0.5214614530940406,0.7433187109434537,0.7733475984987045
0.6221025114541876,0.7313670915743369,0.7798018720146218
0.6839750080207847,0.4227217934546109,0.38325095802825176
0.6066301158712779,0.544296276882825,0.8041454465497366
0.7478034210220943,0.6225090401994579,0.2221665489478757
0.36248983838481885,0.7518851228561183,0.7644270500510945
0.7155850749459283,0.7588503156279865,0.2011122428449273
0.7033340603723847,0.727875146287293,0.7434361272740492
0.6373864051279972,0.6825616023976633,0.7694043115339366
0.6692389075557269,0.6931686949889944,0.7505480744960633
0.6050484474191914,0.6766231285694622,0.7880961000883271
0.6300279189984912,0.7271571680059004,0.7909398645825955
0.6711763957057384,0.6762818055194706,0.7970175264892454
0.5026978758850478,0.7395358600583091,0.2061854227405248
0.678896867623,0.6535889671433469,0.7675971499522019
0.48722183775470973,0.6697178008458285,0.22215947712418302
0.7058308589053384,0.7138881125548737,0.7961557543262217
0.3507546136356111,0.4267437031600093,0.22870091113784619
0.6893082084015185,0.7259473637132664,0.7922943177456121
0.6480398253791354,0.662065457510907,0.7786702433704755
0.6394313408378123,0.5515925679050149,0.7944968640709648
0.6434113772895576,0.6529349221164085,0.7841253810800037
0.6444759802921647,0.6848816632636486,0.77607606976578
0.6384726095325249,0.6909344292551847,0.7913707325738686
0.46945387591233406,0.6544777100069632,0.771644148903051
0.7244067454985219,0.7295451491534534,0.7820666487503359
0.5777679597568477,0.7118412435486369,0.7473779017815919
0.6566592505017297,0.7244545007736083,0.7836133676805999
0.6248090199185152,0.6990560993523711,0.7792537312571022
0.6360040904093643,0.6603063418667603,0.7633258769782246
